,name,id,nametype,recclass,mass,fall,year,reclat,reclong,coordinates,locations,locations2
737,Ortenau,18033,Valid,Stone-uncl,4500.0,Fell,1671-01-01T00:00:00.000,48.5,8.0,"[8, 48.5]",Germany,Germany
738,Orvinio,18034,Valid,H6,3400.0,Fell,1872-01-01T00:00:00.000,42.13333,12.93333,"[12.93333, 42.13333]",Italy,Italy
740,Otomi,18045,Valid,H,6510.0,Fell,1867-01-01T00:00:00.000,38.4,140.35,"[140.35, 38.4]",Japan,Japan
742,Ouadangou,56729,Valid,L5,4440.0,Fell,2003-01-01T00:00:00.000,12.9,0.08,"[0.08, 12.9]",Burkina Faso,Burkina Faso
749,Pacula,18068,Valid,L6,3400.0,Fell,1881-01-01T00:00:00.000,21.05,-99.3,"[-99.3, 21.05]",Mexico,Mexico
750,Padvarninkai,18069,Valid,Eucrite-mmict,3858.0,Fell,1929-01-01T00:00:00.000,55.66667,25.0,"[25, 55.66667]",Lithuania,Lithuania
759,Pantar,18098,Valid,H5,2130.0,Fell,1938-01-01T00:00:00.000,8.06667,124.28333,"[124.28333, 8.06667]",Philippines,Philippines
766,Pasamonte,18110,Valid,Eucrite-pmict,5100.0,Fell,1933-01-01T00:00:00.000,36.21667,-103.4,"[-103.4, 36.21667]",United States,United States
767,Patora,18112,Valid,H6,4375.0,Fell,1969-01-01T00:00:00.000,20.93694,82.05,"[82.05, 20.93694]",India,India
768,Patrimonio,18116,Valid,L6,2121.0,Fell,1950-01-01T00:00:00.000,-19.53333,-48.56667,"[-48.56667, -19.53333]",Brazil,Brazil
771,Pavel,18173,Valid,H5,2968.0,Fell,1966-01-01T00:00:00.000,43.46667,25.51667,"[25.51667, 43.46667]",Bulgaria,Bulgaria
784,Pesyanoe,18799,Valid,Aubrite,3393.0,Fell,1933-01-01T00:00:00.000,55.5,66.08333,"[66.08333, 55.5]",Russia,Russia
790,Phum Sambo,18811,Valid,H4,7800.0,Fell,1933-01-01T00:00:00.000,12.0,105.48333,"[105.48333, 12]",Cambodia,Cambodia
799,Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921-01-01T00:00:00.000,31.95,-83.51667,"[-83.51667, 31.95]",United States,United States
800,Plantersville,18846,Valid,H6,2085.0,Fell,1930-01-01T00:00:00.000,30.7,-96.11667,"[-96.11667, 30.7]",United States,United States
801,Pleşcoi,51706,Valid,L5-6,6913.0,Fell,2008-01-01T00:00:00.000,45.275,26.70972,"[26.70972, 45.275]",Romania,Romania
805,Pohlitz,18853,Valid,L5,3000.0,Fell,1819-01-01T00:00:00.000,50.93333,12.13333,"[12.13333, 50.93333]",Germany,Germany
810,Portugal,18876,Valid,Stone-uncl,4500.0,Fell,1796-01-01T00:00:00.000,38.5,-8.0,"[-8, 38.5]",Portugal,Portugal
812,Prambachkirchen,18883,Valid,L6,2125.0,Fell,1932-01-01T00:00:00.000,48.3025,13.94083,"[13.94083, 48.3025]",Austria,Austria
813,Pribram,18887,Valid,H5,5555.0,Fell,1959-01-01T00:00:00.000,49.66667,14.03333,"[14.03333, 49.66667]",Středočeský kraj,Středočeský kraj
821,Qingzhen,18908,Valid,EH3,2600.0,Fell,1976-01-01T00:00:00.000,26.53333,106.46667,"[106.46667, 26.53333]",China,China
822,Queen's Mercy,22357,Valid,H6,7000.0,Fell,1925-01-01T00:00:00.000,-30.11667,28.7,"[28.7, -30.11667]",Lesotho,Lesotho
823,Quenggouk,22358,Valid,H4,6045.0,Fell,1857-01-01T00:00:00.000,17.76667,95.18333,"[95.18333, 17.76667]",Myanmar,Myanmar
827,Raco,22368,Valid,H5,5000.0,Fell,1957-01-01T00:00:00.000,-26.66667,-65.45,"[-65.45, -26.66667]",Argentina,Argentina
830,Rakovka,22376,Valid,L6,9000.0,Fell,1878-01-01T00:00:00.000,52.98333,37.03333,"[37.03333, 52.98333]",Russia,Russia
831,Ramnagar,22384,Valid,L6,3766.0,Fell,1940-01-01T00:00:00.000,26.45,82.9,"[82.9, 26.45]",India,India
833,Ramsdorf,22386,Valid,L6,4682.0,Fell,1958-01-01T00:00:00.000,51.88333,6.93333,"[6.93333, 51.88333]",Germany,Germany
837,Raoyang,22394,Valid,L6,4910.0,Fell,1919-01-01T00:00:00.000,38.2,115.7,"[115.7, 38.2]",China,China
847,Repeev Khutor,22590,Valid,"Iron, IIF",7000.0,Fell,1933-01-01T00:00:00.000,48.6,45.66667,"[45.66667, 48.6]",Russia,Russia
849,Rewari,22593,Valid,L6,3332.0,Fell,1929-01-01T00:00:00.000,28.2,76.66667,"[76.66667, 28.2]",India,India
860,Rodach,22642,Valid,Stone-uncl,2900.0,Fell,1775-01-01T00:00:00.000,50.35,10.8,"[10.8, 50.35]",Germany,Germany
862,Rowton,22773,Valid,"Iron, IIIAB",3500.0,Fell,1876-01-01T00:00:00.000,52.76667,-2.51667,"[-2.51667, 52.76667]",United Kingdom,United Kingdom
865,Rupota,22783,Valid,L4-6,6000.0,Fell,1949-01-01T00:00:00.000,-10.26667,38.76667,"[38.76667, -10.26667]",Tanzania,Tanzania
872,Sakauchi,23103,Valid,Iron,4180.0,Fell,1913-01-01T00:00:00.000,35.66667,136.3,"[136.3, 35.66667]",Japan,Japan
874,Salles,23111,Valid,L5,9000.0,Fell,1798-01-01T00:00:00.000,46.05,4.63333,"[4.63333, 46.05]",France,France
876,Samelia,23115,Valid,"Iron, IIIAB",2462.0,Fell,1921-01-01T00:00:00.000,25.66667,74.86667,"[74.86667, 25.66667]",India,India
883,Santa Isabel,23165,Valid,L6,5500.0,Fell,1924-01-01T00:00:00.000,-33.9,-61.7,"[-61.7, -33.9]",Argentina,Argentina
884,Santa Lucia (2008),50909,Valid,L6,4000.0,Fell,2008-01-01T00:00:00.000,-31.535556,-68.489444,"[-68.489444, -31.535556]",Argentina,Argentina
888,Sauguis,23188,Valid,L6,4000.0,Fell,1868-01-01T00:00:00.000,43.15,-0.85,"[-0.85, 43.15]",France,France
889,Savtschenskoje,23190,Valid,LL4,2500.0,Fell,1894-01-01T00:00:00.000,47.21667,29.86667,"[29.86667, 47.21667]",Ukraine,Ukraine
892,Schellin,23457,Valid,L,7000.0,Fell,1715-01-01T00:00:00.000,53.35,15.05,"[15.05, 53.35]",Poland,Poland
894,Schönenberg,23460,Valid,L6,8000.0,Fell,1846-01-01T00:00:00.000,48.11667,10.46667,"[10.46667, 48.11667]",Germany,Germany
895,Searsmont,23472,Valid,H5,5400.0,Fell,1871-01-01T00:00:00.000,44.36667,-69.2,"[-69.2, 44.36667]",United States,United States
897,Segowlie,23476,Valid,LL6,6930.0,Fell,1853-01-01T00:00:00.000,26.75,84.78333,"[84.78333, 26.75]",India,India
901,Sena,23495,Valid,H4,4000.0,Fell,1773-01-01T00:00:00.000,41.71667,-0.05,"[-0.05, 41.71667]",Spain,Spain
904,Seres,23501,Valid,H4,8500.0,Fell,1818-01-01T00:00:00.000,41.05,23.56667,"[23.56667, 41.05]",Greece,Greece
909,Sfax,23512,Valid,L6,7000.0,Fell,1989-01-01T00:00:00.000,34.75,10.71667,"[10.71667, 34.75]",Tunisia,Tunisia
910,Shalka,23521,Valid,Diogenite,4000.0,Fell,1850-01-01T00:00:00.000,23.1,87.3,"[87.3, 23.1]",India,India
913,Shergotty,23530,Valid,Martian (shergottite),5000.0,Fell,1865-01-01T00:00:00.000,24.55,84.83333,"[84.83333, 24.55]",India,India
916,Shuangyang,23582,Valid,H5,3900.0,Fell,1971-01-01T00:00:00.000,43.5,125.66667,"[125.66667, 43.5]",China,China
917,Shupiyan,23583,Valid,H6,5000.0,Fell,1912-01-01T00:00:00.000,33.71667,74.83333,"[74.83333, 33.71667]",India,India
918,Shytal,23584,Valid,L6,3200.0,Fell,1863-01-01T00:00:00.000,24.33333,90.16667,"[90.16667, 24.33333]",Bangladesh,Bangladesh
919,Siena,23586,Valid,LL5,3700.0,Fell,1794-01-01T00:00:00.000,43.11667,11.6,"[11.6, 43.11667]",Italy,Italy
925,Sindhri,23611,Valid,H5,8400.0,Fell,1901-01-01T00:00:00.000,26.21667,69.55,"[69.55, 26.21667]",Pakistan,Pakistan
927,Sioux County,23614,Valid,Eucrite-mmict,4100.0,Fell,1933-01-01T00:00:00.000,42.58333,-103.66667,"[-103.66667, 42.58333]",United States,United States
933,Slobodka,23645,Valid,L4,2750.0,Fell,1818-01-01T00:00:00.000,55.0,35.0,"[35, 55]",Russia,Russia
941,Soroti,23671,Valid,"Iron, ungrouped",2050.0,Fell,1945-01-01T00:00:00.000,1.7,33.63333,"[33.63333, 1.7000000000000002]",Uganda,Uganda
943,St. Christophe-la-Chartreuse,23082,Valid,L6,5500.0,Fell,1841-01-01T00:00:00.000,46.95,-1.5,"[-1.5, 46.95]",France,France
945,St. Germain-du-Pinel,23087,Valid,H6,4000.0,Fell,1890-01-01T00:00:00.000,48.01667,-1.15,"[-1.15, 48.01667]",France,France
949,St. Mesmin,23092,Valid,LL6,8300.0,Fell,1866-01-01T00:00:00.000,48.45,3.93333,"[3.93333, 48.45]",France,France
955,Ste. Marguerite,23099,Valid,H4,4960.0,Fell,1962-01-01T00:00:00.000,50.76667,3.0,"[3, 50.76667]",Belgium,Belgium
962,Success,23736,Valid,L6,3500.0,Fell,1924-01-01T00:00:00.000,36.48333,-90.66667,"[-90.66667, 36.48333]",United States,United States
968,Supuhee,23760,Valid,H6,7235.0,Fell,1865-01-01T00:00:00.000,26.71667,84.21667,"[84.21667, 26.71667]",India,India
970,Sylacauga,23773,Valid,H4,5560.0,Fell,1954-01-01T00:00:00.000,33.18836,-86.2945,"[-86.2945, 33.18836]",United States,United States
971,Tabor,23776,Valid,H5,7540.0,Fell,1753-01-01T00:00:00.000,49.4,14.65,"[14.65, 49.4]",Czechia,Czechia
972,Tadjera,23778,Valid,L5,9000.0,Fell,1867-01-01T00:00:00.000,36.18333,5.41667,"[5.41667, 36.18333]",Algeria,Algeria
980,Taonan,23873,Valid,L5,3850.0,Fell,1965-01-01T00:00:00.000,45.4,122.9,"[122.9, 45.4]",China,China
982,Tathlith,23885,Valid,L6,2500.0,Fell,1967-01-01T00:00:00.000,19.38333,43.73333,"[43.73333, 19.38333]",Saudi Arabia,Saudi Arabia
983,Tauk,23887,Valid,L6,6000.0,Fell,1929-01-01T00:00:00.000,35.13333,44.45,"[44.45, 35.13333]",Iraq,Iraq
990,Tianzhang,23984,Valid,H5,2232.0,Fell,1986-01-01T00:00:00.000,32.94667,118.99,"[118.99, 32.94667]",China,China
993,Tillaberi,23999,Valid,L6,3000.0,Fell,1970-01-01T00:00:00.000,14.25,1.53333,"[1.53333, 14.25]",Niger,Niger
996,Tissint,54823,Valid,Martian (shergottite),7000.0,Fell,2011-01-01T00:00:00.000,29.48195,-7.61123,"[-7.61123, 29.48195]",Morocco,Morocco
